x,y1,y2,y3,y4,Y13,Y24,Y36,Y40,dev_y1_Y13,dev_y2_Y24,dev_y3_Y36,dev_y4_Y40
-13.9,-32.72805,-5371.6816,69.43574,571.13666,-32.8,-5371.238,69.5,570.97504,0.07194999999999396,0.44359999999960564,0.06426000000000442,0.1616199999999708
-13.8,-32.526947,-5255.821,68.60188,566.3959,-32.6,-5256.144,69.0,566.1092,0.07305300000000159,0.32300000000032014,0.3981200000000058,0.2866999999999962
-13.7,-32.45094,-5142.795,68.74255,561.03595,-32.4,-5142.706,68.5,561.2666,0.050940000000004204,0.08899999999994179,0.24254999999999427,0.2306500000000824
-13.6,-31.849997,-5030.4355,68.35372,556.2663,-32.2,-5030.912,68.0,556.4483,0.3500030000000045,0.4765000000006694,0.3537199999999956,0.18200000000001637
-13.5,-32.244804,-4920.703,67.73159,551.54333,-32.0,-4920.75,67.5,551.6551,0.24480400000000202,0.04699999999957072,0.23158999999999708,0.11176999999997861
-13.4,-31.957684,-4812.3184,66.925995,546.6632,-31.8,-4812.208,67.0,546.8878,0.1576839999999997,0.11040000000048167,0.07400499999999965,0.22460000000000946
-13.3,-31.222588,-4705.697,66.205765,542.0325,-31.6,-4705.274,66.5,542.1473,0.3774120000000032,0.42299999999977445,0.29423500000000047,0.11479999999994561
-13.2,-31.700188,-4600.0312,66.42424,537.823,-31.4,-4599.936,66.0,537.43414,0.3001880000000021,0.0952000000006592,0.4242399999999975,0.3888600000000224
-13.1,-31.349499,-4495.9175,65.013306,533.14484,-31.2,-4496.182,65.5,532.749,0.14949900000000227,0.26450000000022555,0.48669399999999996,0.39584000000002106
-13.0,-31.181704,-4393.7085,65.486694,527.66205,-31.0,-4394.0,65.0,528.0925,0.18170399999999987,0.2915000000002692,0.48669399999999996,0.4304499999999507
-12.9,-31.103903,-4292.896,64.773705,523.65027,-30.8,-4293.378,64.5,523.46515,0.30390299999999826,0.4819999999999709,0.27370500000000675,0.18511999999998352
-12.8,-30.668179,-4194.0903,64.3549,518.6388,-30.6,-4194.304,64.0,518.8672,0.0681789999999971,0.21370000000024447,0.35490000000000066,0.22840000000007876
-12.7,-29.952919,-4096.727,63.940884,514.0796,-30.4,-4096.766,63.5,514.2989,0.4470809999999972,0.03899999999975989,0.44088399999999695,0.21929999999997563
-12.6,-30.39532,-4000.2625,63.262947,509.94046,-30.2,-4000.752,63.0,509.76056,0.19532000000000238,0.4895000000001346,0.26294699999999693,0.17989999999997508
-12.5,-29.5142,-3906.2222,62.453575,505.04733,-30.0,-3906.25,62.5,505.2522,0.4858000000000011,0.02779999999984284,0.04642499999999927,0.20487000000002809
-12.4,-29.426748,-3812.7644,61.962837,501.2644,-29.8,-3813.248,62.0,500.7738,0.3732520000000008,0.483600000000024,0.03716299999999961,0.490600000000029
-12.3,-29.499407,-3722.2283,61.43507,495.91702,-29.6,-3721.734,61.5,496.32526,0.10059299999999993,0.49430000000029395,0.06492999999999682,0.4082400000000348
-12.2,-29.719887,-3631.6328,60.530895,492.35406,-29.4,-3631.696,61.0,491.90637,0.31988700000000136,0.06320000000005166,0.469104999999999,0.4476900000000228
-12.1,-29.37747,-3543.248,60.653362,487.40894,-29.2,-3543.122,60.5,487.51678,0.17746999999999957,0.12600000000020373,0.15336200000000133,0.10784000000001015
-12.0,-29.18442,-3455.66,59.83143,482.74817,-29.0,-3456.0,60.0,483.15616,0.18441999999999936,0.3400000000001455,0.16857000000000255,0.40798999999998387
-11.9,-28.35507,-3369.889,59.422935,478.74515,-28.8,-3370.318,59.5,478.82394,0.4449299999999994,0.4290000000000873,0.0770649999999975,0.0787899999999695
-11.8,-28.5415,-3286.0764,58.90017,474.29782,-28.6,-3286.064,59.0,474.51956,0.05850000000000222,0.012400000000070577,0.0998299999999972,0.22174000000001115
-11.7,-28.620937,-3203.0173,58.77393,469.8487,-28.4,-3203.226,58.5,470.2424,0.22093700000000283,0.20870000000013533,0.27393,0.3936999999999671
-11.6,-27.965359,-3121.6853,58.452114,466.29666,-28.2,-3121.792,58.0,465.9917,0.23464099999999988,0.10669999999981883,0.4521140000000017,0.3049599999999941
-11.5,-27.928535,-3041.9167,57.537796,461.28894,-28.0,-3041.75,57.5,461.7667,0.07146499999999989,0.166700000000219,0.03779600000000016,0.4777599999999893
-11.4,-27.381987,-2963.3708,56.527687,457.33078,-27.8,-2963.088,57.0,457.5665,0.41801300000000197,0.282799999999952,0.47231299999999976,0.2357200000000148
-11.3,-27.10486,-2886.1584,56.374172,452.9461,-27.6,-2885.794,56.5,453.39026,0.4951400000000028,0.36439999999993233,0.1258279999999985,0.44416000000001077
-11.2,-27.284037,-2809.9658,55.841515,449.727,-27.4,-2809.856,56.0,449.237,0.11596299999999715,0.10979999999972279,0.15848499999999888,0.48999999999995225
-11.1,-26.855562,-2735.4565,55.33141,445.3952,-27.2,-2735.262,55.5,445.10577,0.34443800000000024,0.1944999999996071,0.1685900000000018,0.28942999999998165
-11.0,-27.453278,-2661.6118,55.396618,441.09314,-27.0,-2662.0,55.0,440.99557,0.45327800000000096,0.38819999999986976,0.3966179999999966,0.09757000000001881
-10.9,-26.821499,-2589.6045,54.65072,437.2136,-26.8,-2590.058,54.5,436.90543,0.021498999999998603,0.4535000000000764,0.15071999999999974,0.3081699999999614
-10.8,-26.899527,-2519.7737,53.540127,432.6608,-26.6,-2519.424,54.0,432.83432,0.29952699999999766,0.34970000000021173,0.45987300000000175,0.17351999999999634
-10.7,-26.291126,-2450.486,53.910507,428.3286,-26.4,-2450.086,53.5,428.78128,0.10887400000000014,0.40000000000009095,0.4105070000000026,0.45267999999998665
-10.6,-26.351233,-2381.5671,52.991592,425.08804,-26.2,-2382.032,53.0,424.74533,0.15123300000000128,0.46489999999994325,0.008408000000002858,0.3427099999999541
-10.5,-25.930012,-2315.3784,52.836918,421.0459,-26.0,-2315.25,52.5,420.72552,0.0699879999999986,0.12840000000005602,0.33691799999999716,0.3203800000000001
-10.4,-25.301222,-2249.5078,52.01544,416.84232,-25.8,-2249.728,52.0,416.72098,0.4987780000000015,0.22020000000020445,0.015439999999998122,0.12133999999997513
-10.3,-25.463093,-2185.3489,51.127144,412.27686,-25.6,-2185.454,51.5,412.73083,0.13690700000000078,0.10510000000022046,0.37285599999999874,0.45397000000002663
-10.2,-24.990276,-2122.7925,51.183815,409.21976,-25.4,-2122.416,51.0,408.75427,0.4097239999999971,0.37649999999985084,0.18381500000000273,0.4654899999999884
-10.1,-25.503315,-2060.94,50.134796,404.37924,-25.2,-2060.602,50.5,404.79056,0.30331500000000133,0.3380000000001928,0.36520399999999853,0.4113200000000461
-10.0,-24.851206,-2000.0396,49.659405,401.2517,-25.0,-2000.0,50.0,400.83908,0.14879399999999876,0.03960000000006403,0.3405950000000004,0.412620000000004
-9.9,-24.702164,-1940.3606,49.725094,397.33252,-24.8,-1940.598,49.5,396.8992,0.09783600000000092,0.23739999999997963,0.22509399999999857,0.4333199999999806
-9.8,-24.157104,-1882.8137,49.26612,393.39084,-24.6,-1882.384,49.0,392.97043,0.44289600000000107,0.4296999999999116,0.2661200000000008,0.42041000000000395
-9.7,-24.294022,-1825.1808,48.665127,389.1095,-24.4,-1825.346,48.5,389.05237,0.10597800000000035,0.16519999999991342,0.16512699999999825,0.05713000000002921
-9.6,-23.978096,-1769.178,48.249104,385.51736,-24.2,-1769.472,48.0,385.14468,0.22190399999999855,0.29399999999986903,0.24910400000000266,0.37268000000000256
-9.5,-24.403955,-1714.7048,47.173923,381.6363,-24.0,-1714.75,47.5,381.24716,0.40395499999999984,0.045200000000022555,0.32607699999999795,0.3891399999999976
-9.4,-23.739416,-1661.0466,47.08832,377.22003,-23.8,-1661.168,47.0,377.35968,0.06058400000000219,0.12139999999999418,0.08832000000000306,0.13965000000001737
-9.3,-23.51287,-1609.0009,46.055157,373.68466,-23.6,-1608.714,46.5,373.48224,0.08713000000000193,0.28690000000005966,0.44484299999999877,0.2024200000000178
-9.2,-23.457594,-1557.081,45.891514,369.41968,-23.4,-1557.376,46.0,369.61484,0.0575940000000017,0.29500000000007276,0.1084859999999992,0.19515999999998712
-9.1,-22.82419,-1506.8774,45.35853,365.5292,-23.2,-1507.142,45.5,365.75772,0.37580999999999776,0.2645999999999731,0.1414699999999982,0.22852000000000317
-9.0,-23.250015,-1457.9495,44.86046,362.25403,-23.0,-1458.0,45.0,361.91113,0.2500150000000012,0.05050000000005639,0.13953999999999667,0.342899999999986
-8.9,-22.979193,-1410.0637,44.96215,358.078,-22.8,-1409.938,44.5,358.07544,0.17919299999999794,0.12569999999982429,0.46215000000000117,0.0025599999999599277
-8.8,-22.581635,-1362.6335,44.49507,354.51575,-22.6,-1362.944,44.0,354.2511,0.01836500000000285,0.3105000000000473,0.49506999999999834,0.26465000000001737
-8.7,-22.355803,-1316.7395,43.83593,350.81268,-22.4,-1317.006,43.5,350.43866,0.04419699999999693,0.26650000000017826,0.3359299999999976,0.37401999999997315
-8.6,-21.80114,-1272.2129,43.349945,347.05127,-22.2,-1272.112,43.0,346.63873,0.3988599999999991,0.1008999999999105,0.3499449999999982,0.4125399999999786
-8.5,-22.071465,-1228.4868,42.919273,342.87488,-22.0,-1228.25,42.5,342.85202,0.07146499999999989,0.23679999999990287,0.4192729999999969,0.022860000000036962
-8.4,-21.910557,-1185.4872,41.664337,339.1299,-21.8,-1185.408,42.0,339.07928,0.11055700000000002,0.07920000000012806,0.3356629999999967,0.050620000000037635
-8.3,-21.379179,-1143.1812,41.625027,334.93448,-21.6,-1143.574,41.5,335.32138,0.22082100000000082,0.3928000000000793,0.12502700000000289,0.3868999999999687
-8.2,-21.356758,-1102.871,41.141727,331.16513,-21.4,-1102.736,41.0,331.57916,0.043241999999999337,0.1349999999999909,0.14172700000000304,0.4140300000000252
-8.1,-21.401426,-1063.0354,40.059364,327.74396,-21.2,-1062.882,40.5,327.85355,0.20142600000000144,0.1533999999999196,0.4406359999999978,0.10958999999996877
-8.0,-21.461487,-1023.6224,40.15521,323.84955,-21.0,-1024.0,40.0,324.1455,0.46148700000000176,0.37760000000002947,0.15520999999999674,0.2959500000000048
-7.9,-20.898449,-985.6917,39.32289,320.795,-20.8,-986.078,39.5,320.456,0.09844899999999868,0.38630000000000564,0.177109999999999,0.33899999999999864
-7.8,-20.5294,-948.73663,39.31796,316.90247,-20.6,-949.104,39.0,316.78604,0.07060000000000244,0.3673700000000508,0.31795999999999935,0.11642999999997983
-7.7,-20.108995,-913.39795,38.01448,312.72977,-20.4,-913.066,38.5,313.13663,0.2910049999999984,0.3319500000000062,0.48552000000000106,0.4068600000000515
-7.6,-20.344944,-878.3278,37.705296,309.80865,-20.2,-877.952,38.0,309.50873,0.1449440000000024,0.37580000000002656,0.29470400000000296,0.299919999999986
-7.5,-20.01338,-843.5431,37.831043,306.20615,-20.0,-843.75,37.5,305.90335,0.013380000000001502,0.20690000000001874,0.3310430000000011,0.30279999999999063
-7.4,-19.561605,-810.19165,37.36343,302.7397,-19.8,-810.448,37.0,302.32144,0.23839500000000058,0.25634999999999764,0.36343000000000103,0.41826000000003205
-7.3,-19.84066,-778.2001,36.14477,298.97855,-19.6,-778.034,36.5,298.76392,0.24065999999999832,0.16610000000002856,0.3552299999999988,0.21462999999999965
-7.2,-19.861658,-746.52734,35.915516,294.9478,-19.4,-746.496,36.0,295.23166,0.4616579999999999,0.031340000000000146,0.08448400000000333,0.2838600000000042
-7.1,-19.164177,-715.97656,35.246586,291.56128,-19.2,-715.822,35.5,291.72546,0.035823000000000604,0.15455999999994674,0.25341399999999936,0.16417999999998756
-7.0,-18.745348,-686.4398,35.31472,287.97073,-19.0,-686.0,35.0,288.2461,0.2546520000000001,0.4397999999999911,0.3147200000000012,0.27537000000000944
-6.9,-18.519957,-657.1047,34.205383,284.56793,-18.8,-657.018,34.5,284.79428,0.28004299999999915,0.0866999999999507,0.29461700000000235,0.22635000000002492
-6.8,-18.428278,-628.507,34.136917,281.56018,-18.6,-628.864,34.0,281.3706,0.1717220000000026,0.3570000000000846,0.13691699999999685,0.1895799999999781
-6.7,-18.283491,-601.99036,33.466427,277.79922,-18.4,-601.526,33.5,277.97562,0.11650899999999709,0.46436000000005606,0.033572999999996966,0.176400000000001
-6.6,-17.808064,-574.5598,32.562786,274.38644,-18.2,-574.992,33.0,274.60977,0.3919359999999976,0.43219999999996617,0.4372139999999973,0.22333000000003267
-6.5,-17.668598,-549.1299,32.161034,271.48666,-18.0,-549.25,32.5,271.2734,0.33140200000000064,0.12009999999997945,0.3389659999999992,0.21325999999999112
-6.4,-17.332897,-524.6146,32.0861,267.66428,-17.8,-524.288,32.0,267.96683,0.4671030000000016,0.3265999999999849,0.08610000000000184,0.30254999999999654
-6.3,-17.587029,-500.01044,31.023125,264.91492,-17.6,-500.094,31.5,264.69016,0.012971000000000288,0.08355999999997721,0.4768749999999997,0.2247600000000034
-6.2,-17.133448,-476.29895,30.955866,261.81393,-17.4,-476.656,31.0,261.44345,0.26655199999999724,0.3570500000000152,0.044133999999999673,0.3704800000000432
-6.1,-17.111599,-454.24484,30.685806,258.70935,-17.2,-453.962,30.5,258.22675,0.08840100000000106,0.2828400000000215,0.18580599999999947,0.4825999999999908
-6.0,-16.632729,-432.37982,30.254631,255.36746,-17.0,-432.0,30.0,255.03983,0.3672709999999988,0.37981999999999516,0.25463099999999983,0.3276299999999992
-5.9,-16.35276,-410.41965,29.53175,251.7448,-16.8,-410.758,29.5,251.88252,0.44724000000000075,0.33834999999999127,0.031749999999998835,0.13772000000000162
-5.8,-16.27668,-390.27924,28.858963,248.9464,-16.6,-390.224,29.0,248.75449,0.3233200000000025,0.05524000000002616,0.14103700000000075,0.19191000000000713
-5.7,-16.608498,-370.76096,28.35223,245.3014,-16.4,-370.386,28.5,245.65529,0.2084980000000023,0.3749599999999873,0.1477700000000013,0.3538900000000069
-5.6,-16.58828,-351.0543,28.44613,242.4654,-16.2,-351.232,28.0,242.58443,0.38828000000000173,0.17770000000001573,0.44613000000000014,0.1190300000000093
-5.5,-16.28027,-332.4832,27.884605,239.36969,-16.0,-332.75,27.5,239.54134,0.2802700000000016,0.26679999999998927,0.38460500000000053,0.17164999999999964
-5.4,-15.737358,-314.451,27.314518,236.75578,-15.8,-314.928,27.0,236.52531,0.06264200000000031,0.47699999999997544,0.31451799999999963,0.23046999999999684
-5.3,-15.898668,-297.86957,26.213373,233.25972,-15.6,-297.754,26.5,233.53563,0.29866800000000104,0.11556999999999107,0.2866269999999993,0.2759100000000103
-5.2,-15.86095,-280.97955,25.789522,230.21254,-15.4,-281.216,26.0,230.57149,0.4609500000000004,0.23644999999999072,0.2104779999999984,0.3589500000000214
-5.1,-15.007691,-265.17535,25.18831,227.73811,-15.2,-265.302,25.5,227.63202,0.19230899999999984,0.12665000000004056,0.3116899999999987,0.10608999999999469
-5.0,-15.12756,-250.05403,24.552788,224.68227,-15.0,-250.0,25.0,224.71634,0.12756000000000078,0.05403000000001157,0.4472120000000004,0.034070000000014034
-4.9,-15.227466,-235.74138,24.14946,221.48009,-14.8,-235.298,24.5,221.82349,0.427465999999999,0.44337999999999056,0.35053999999999874,0.3434000000000026
-4.8,-14.721899,-221.40178,23.51951,219.1643,-14.6,-221.184,24.0,218.9525,0.12189900000000087,0.21778000000000475,0.48048999999999964,0.21180000000001087
-4.7,-14.155615,-207.51126,23.3152,216.14648,-14.4,-207.646,23.5,216.10239,0.24438500000000118,0.13473999999999364,0.1847999999999992,0.044089999999982865
-4.6,-14.646346,-194.87524,23.096115,213.72603,-14.2,-194.672,23.0,213.27216,0.44634600000000013,0.20323999999999387,0.09611500000000106,0.4538699999999949
-4.5,-14.28783,-182.07802,22.315088,210.5222,-14.0,-182.25,22.5,210.4608,0.2878299999999996,0.1719799999999907,0.18491200000000063,0.061399999999991905
-4.4,-14.112999,-169.98657,21.924675,207.52342,-13.8,-170.368,22.0,207.66733,0.3129989999999996,0.3814299999999946,0.07532499999999942,0.1439100000000053
-4.3,-13.347662,-158.73898,21.929445,204.64954,-13.6,-159.014,21.5,204.8908,0.25233799999999995,0.27502000000001203,0.4294450000000012,0.24126000000001113
-4.2,-13.297342,-148.4044,21.254705,202.03592,-13.4,-148.176,21.0,202.13026,0.10265799999999992,0.22840000000002192,0.2547050000000013,0.09433999999998832
-4.1,-13.164119,-137.4187,20.232267,198.8871,-13.2,-137.842,20.5,199.38483,0.03588099999999983,0.4233000000000118,0.2677329999999998,0.49772999999999
-4.0,-12.981314,-128.0457,19.562326,196.7542,-13.0,-128.0,20.0,196.65364,0.018686000000000647,0.04570000000001073,0.43767400000000123,0.10056000000000154
-3.9,-12.675683,-118.27168,19.7422,193.98283,-12.8,-118.638,19.5,193.93593,0.12431700000000134,0.36632000000000176,0.24220000000000041,0.046899999999993724
-3.8,-12.192795,-110.14063,18.625784,191.19397,-12.6,-109.744,19.0,191.23097,0.4072049999999994,0.3966300000000018,0.37421600000000055,0.03700000000000614
-3.7,-12.550931,-101.09655,18.989902,188.13258,-12.4,-101.306,18.5,188.5381,0.15093099999999993,0.2094500000000039,0.4899020000000007,0.40551999999999566
-3.6,-12.457998,-93.368004,17.6399,185.38982,-12.2,-93.312,18.0,185.85677,0.2579980000000006,0.0560040000000015,0.3600999999999992,0.4669500000000255
-3.5,-12.359129,-86.148186,17.509214,182.70741,-12.0,-85.75,17.5,183.18646,0.35912899999999937,0.3981859999999955,0.009214000000000055,0.47905000000000086
-3.4,-12.184886,-78.296814,17.305346,180.06299,-11.8,-78.608,17.0,180.5268,0.38488599999999984,0.3111860000000064,0.3053460000000001,0.46380999999999517
